date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2015-09-11,6.0,6.62,6.44,5.97,812616.25,0.58,9.9,7.472,8.217,9.247,1396921.55,1776434.03,2422552.02,7.9
2015-09-02,7.0,7.0,5.86,5.6,659179.62,-1.16,-16.52,8.054,8.551,9.391,1561169.5,2102039.55,2589682.96,6.41
2015-08-28,7.94,7.94,7.02,5.81,1481848.5,-1.32,-15.83,8.704,9.089,9.536,1880041.08,2345485.79,2743145.43,14.41
2015-08-21,9.6,11.13,8.34,8.3,2625070.0,-1.36,-14.02,9.068,9.482,9.615,1869073.05,2423366.04,2830839.75,25.52
2015-08-14,9.35,9.91,9.7,9.21,1405893.38,0.35,3.74,9.178,9.871,9.608,1705033.38,2422311.79,2887807.21,13.67
2015-08-07,8.99,10.1,9.35,8.63,1633856.0,0.24,2.63,8.962,10.106,9.528,2155946.5,2648293.98,3077712.02,15.88
2015-07-31,8.6,9.79,9.11,7.93,2253537.5,0.27,3.05,9.048,10.22,9.422,2642909.6,2931129.08,3155257.96,21.91
2015-07-24,8.98,9.36,8.84,8.53,1427008.38,-0.05,-0.56,9.474,10.256,9.297,2810930.5,3035396.45,3130178.18,13.87
2015-07-17,9.26,9.92,8.89,7.58,1804871.62,0.27,3.13,9.896,10.225,9.181,2977659.02,3130328.69,3187846.48,17.55
2015-07-10,10.5,10.7,8.62,6.69,3660459.0,-1.16,-11.86,10.564,10.215,9.049,3139590.2,3159033.14,3129343.0,35.59
2015-07-03,11.65,12.9,9.78,9.78,4068671.5,-1.46,-12.99,11.25,10.276,8.926,3140641.45,3068670.01,2962976.8,39.56
2015-06-26,10.94,13.0,11.24,10.66,3093642.0,0.29,2.65,11.392,10.231,8.742,3219348.55,3077326.36,2805345.87,30.08
2015-06-19,12.21,12.34,10.95,10.9,2260651.0,-1.28,-10.47,11.038,9.982,8.48,3259862.4,3140805.06,2698790.36,21.98
2015-06-12,12.05,12.5,12.23,11.33,2614527.5,0.18,1.49,10.554,9.748,8.241,3282998.35,3238313.46,2661886.8,25.42
2015-06-05,11.0,12.62,12.05,11.0,3665715.25,1.56,14.87,9.866,9.344,7.949,3178476.07,3353302.64,2608004.22,35.64
