Date,Open,High,Low,Close,Volume,Adj Close
2003-10-24,88.150002,88.639999,87.720001,88.419998,5471700,67.766081
2003-10-23,87.599998,88.400002,87.529999,88.150002,6046400,67.559152
2003-10-22,88.300003,89.010002,87.900002,88.459999,5600100,67.796738
2003-10-21,89.25,89.339996,88.699997,88.93,5287100,68.156952
2003-10-20,89.349998,89.400002,88.860001,89.00,6971300,68.210601
2003-10-17,89.279999,89.68,88.809998,89.230003,9506200,68.386878
2003-10-16,89.269997,89.699997,88.660004,89.279999,16994000,68.425195
2003-10-15,93.900002,94.540001,92.739998,92.739998,11558700,71.076977
2003-10-14,92.650002,92.949997,92.32,92.720001,4699500,71.061652
2003-10-13,93.099998,93.540001,92.580002,93.199997,4839200,71.429526
2003-10-10,92.400002,93.18,92.360001,92.669998,4500500,71.023329
2003-10-09,93.300003,93.599998,92.199997,92.449997,7593000,70.854717
2003-10-08,92.00,92.870003,91.949997,92.660004,6418900,71.015669
2003-10-07,90.50,91.699997,90.400002,91.699997,5369800,70.279909
2003-10-06,90.739998,91.760002,90.510002,91.18,3845400,69.881378
2003-10-03,91.00,91.949997,90.57,90.639999,7479300,69.467515
2003-10-02,89.550003,90.449997,89.220001,90.080002,7428300,69.038326
2003-10-01,88.75,90.599998,88.699997,90.349998,7925200,69.245255
2003-09-30,89.199997,89.25,87.900002,88.330002,7056700,67.697107
2003-09-29,89.25,90.18,89.07,89.449997,5723200,68.555484
2003-09-26,89.410004,90.139999,89.00,89.050003,5095800,68.248924
2003-09-25,89.400002,90.970001,89.199997,89.410004,6585500,68.524832
2003-09-24,91.080002,91.82,89.330002,89.400002,7575800,68.517166
2003-09-23,91.50,92.089996,90.559998,91.339996,7935200,70.004
2003-09-22,92.239998,92.239998,90.900002,91.389999,7302600,70.042323
2003-09-19,92.449997,93.470001,91.800003,93.279999,9412500,71.49084
2003-09-18,90.629997,92.43,90.459999,92.00,8338700,70.509835
2003-09-17,90.400002,91.940002,90.199997,90.629997,9086600,69.459849
2003-09-16,88.489998,90.410004,88.489998,90.290001,7896100,69.199272
2003-09-15,89.699997,89.959999,88.389999,88.489998,7305400,67.819729
2003-09-12,87.599998,89.010002,87.199997,88.699997,7209200,67.980675
2003-09-11,86.75,88.419998,86.400002,87.919998,9753500,67.382875
2003-09-10,88.989998,89.00,87.610001,87.839996,7322600,67.321561
2003-09-09,89.199997,89.970001,88.93,89.419998,8102500,68.532492
2003-09-08,88.449997,89.660004,88.349998,89.099998,9213400,68.287241
2003-09-05,87.00,88.260002,86.75,86.949997,7896600,66.639455
2003-09-04,86.330002,88.290001,85.690002,87.910004,9889100,67.375215
2003-09-03,86.239998,87.300003,86.00,86.330002,10835700,66.164284
2003-09-02,82.400002,85.959999,82.300003,85.760002,12406400,65.72743
2003-08-29,81.949997,82.110001,81.559998,82.010002,4222700,62.853388
2003-08-28,82.00,82.339996,81.269997,81.900002,5516300,62.769082
2003-08-27,82.00,82.529999,81.900002,82.00,3834100,62.845722
2003-08-26,81.650002,82.540001,81.269997,82.50,5569600,63.228928
2003-08-25,82.849998,83.029999,81.75,81.959999,5150900,62.815065
2003-08-22,84.25,84.720001,82.959999,82.970001,7434900,63.589142
2003-08-21,83.389999,83.849998,82.849998,82.849998,5185200,63.49717
2003-08-20,82.00,83.309998,82.00,83.050003,4829900,63.650456
2003-08-19,83.099998,83.809998,82.559998,82.849998,6318300,63.49717
2003-08-18,82.050003,83.68,81.900002,83.519997,6847200,64.010665
2003-08-15,81.800003,81.980003,81.199997,81.790001,3623600,62.684776
2003-08-14,81.00,81.75,80.690002,81.559998,4562700,62.508499
2003-08-13,81.650002,82.190002,80.580002,81.199997,5138400,62.232591
2003-08-12,81.449997,81.540001,80.650002,81.510002,4634200,62.470182
2003-08-11,80.870003,81.50,80.279999,81.019997,4261200,62.094636
2003-08-08,81.050003,81.269997,80.349998,80.879997,4613800,61.987339
2003-08-07,79.690002,80.82,79.379997,80.690002,5298500,61.841725
2003-08-06,79.699997,80.68,78.730003,79.75,7472200,61.121297
2003-08-05,81.129997,81.330002,79.800003,79.849998,7018100,61.07531
2003-08-04,80.75,81.360001,80.059998,81.129997,5888000,62.05435
2003-08-01,81.150002,81.269997,80.050003,81.269997,6475400,62.161432
2003-07-31,81.800003,82.540001,81.099998,81.25,8050300,62.146137
2003-07-30,82.449997,82.449997,80.580002,80.959999,6654600,61.924322
2003-07-29,82.550003,82.879997,81.599998,81.800003,7282700,62.566821
2003-07-28,83.669998,83.699997,82.040001,82.540001,6423500,63.132827
2003-07-25,81.599998,83.739998,81.57,83.550003,6204700,63.905353
2003-07-24,82.949997,82.989998,81.510002,81.510002,5859100,62.345006
2003-07-23,82.00,82.769997,81.730003,82.300003,5326800,62.949259
2003-07-22,82.50,83.260002,81.519997,81.849998,8744300,62.605061
2003-07-21,83.199997,83.43,82.209999,82.50,7036100,63.102231
2003-07-18,83.849998,84.019997,83.209999,83.720001,8567200,64.03538
2003-07-17,82.699997,83.940002,82.50,83.330002,13515700,63.737079
2003-07-16,87.00,87.029999,85.849998,86.739998,8837600,66.345302
2003-07-15,86.150002,87.00,85.82,86.440002,7910400,66.115843
2003-07-14,86.00,86.580002,85.419998,85.419998,6455200,65.335666
2003-07-11,84.099998,85.279999,83.699997,84.889999,4534700,64.930283
2003-07-10,85.00,85.220001,83.470001,84.029999,7509200,64.27249
2003-07-09,86.099998,86.349998,84.849998,85.470001,6709700,65.373913
2003-07-08,86.089996,86.75,85.190002,86.25,5873900,65.970515
2003-07-07,84.800003,86.449997,84.739998,86.089996,7614900,65.848132
2003-07-03,84.25,84.690002,83.480003,83.949997,3009500,64.211299
2003-07-02,83.949997,84.889999,83.75,84.739998,6009700,64.815551
2003-07-01,81.400002,83.660004,81.400002,83.589996,5785800,63.935943
2003-06-30,83.900002,84.199997,82.50,82.50,7950900,63.102231
2003-06-27,84.150002,84.650002,83.220001,83.419998,4532900,63.805915
2003-06-26,83.699997,84.379997,82.82,84.349998,6374400,64.51725
2003-06-25,83.550003,84.160004,82.089996,82.489998,5548000,63.094581
2003-06-24,82.949997,84.18,82.849998,83.629997,5062800,63.966539
2003-06-23,84.790001,84.790001,82.970001,83.18,6311600,63.622347
2003-06-20,85.00,85.239998,84.690002,84.919998,11900000,64.953229
2003-06-19,84.949997,85.290001,84.50,84.550003,7277100,64.670228
2003-06-18,84.150002,84.989998,83.220001,84.699997,5941400,64.784955
2003-06-17,84.949997,84.949997,83.800003,84.300003,5873700,64.47901
2003-06-16,83.099998,84.550003,82.550003,84.50,6492100,64.631982
2003-06-13,84.150002,84.290001,82.510002,82.75,5727500,63.29345
2003-06-12,84.800003,84.980003,83.550003,83.949997,7072400,64.211299
2003-06-11,82.75,84.150002,82.290001,83.970001,9815800,64.226599
2003-06-10,82.349998,82.919998,81.209999,81.709999,8896000,62.497979
2003-06-09,80.00,82.00,79.809998,82.00,9756300,62.719794
2003-06-06,82.25,83.230003,79.839996,80.050003,15160900,61.228289
2003-06-05,84.00,84.25,81.75,81.900002,15256300,62.643307
2003-06-04,84.00,84.959999,83.830002,84.25,10734400,64.440764
2003-06-03,84.32,85.239998,83.239998,83.82,21106600,64.111867
2003-06-02,89.00,89.080002,87.25,87.330002,7697200,66.796582
2003-05-30,87.449997,88.68,87.449997,88.040001,6184200,67.339642
2003-05-29,87.57,88.589996,87.199997,87.360001,6898900,66.819527
2003-05-28,87.599998,88.699997,87.400002,87.57,6539900,66.98015
2003-05-27,84.510002,87.900002,84.510002,87.690002,7163400,67.071937
2003-05-23,85.75,85.949997,85.099998,85.260002,5187200,65.213289
2003-05-22,86.25,86.800003,85.800003,86.080002,6277300,65.840487
2003-05-21,85.769997,86.18,85.080002,86.18,6741000,65.916974
2003-05-20,86.580002,87.239998,84.889999,85.769997,7331900,65.603372
2003-05-19,88.050003,88.470001,86.410004,86.449997,7298400,66.123487
2003-05-16,89.669998,89.889999,88.949997,88.989998,6831600,68.066272
2003-05-15,89.50,89.959999,89.00,89.900002,7102900,68.762311
2003-05-14,90.00,90.400002,88.300003,88.699997,7752200,67.844457
2003-05-13,88.779999,90.099998,88.559998,89.980003,8668300,68.823503
2003-05-12,87.550003,89.260002,87.099998,89.00,8445700,68.073922
2003-05-09,86.900002,87.699997,86.400002,87.550003,6222600,66.964855
2003-05-08,86.370003,86.779999,85.75,86.050003,7188200,65.817542
2003-05-07,86.949997,87.809998,86.50,86.68,6754600,66.299411
2003-05-06,86.300003,88.339996,86.00,87.510002,7459600,66.811882
2003-05-05,87.199997,88.00,86.519997,86.519997,7632500,66.056035
2003-05-02,84.449997,87.57,84.449997,87.57,8381900,66.857688
2003-05-01,85.300003,86.230003,84.470001,85.889999,7485700,65.575047
2003-04-30,85.660004,85.669998,84.68,84.900002,8444900,64.819206
2003-04-29,85.339996,86.489998,84.970001,85.660004,8682900,65.39945
2003-04-28,84.050003,85.50,83.620003,85.120003,6363600,64.987172
2003-04-25,85.209999,85.279999,83.860001,83.879997,6790700,64.040456
2003-04-24,84.650002,85.699997,84.629997,85.199997,5943500,65.048245
2003-04-23,85.239998,85.970001,84.959999,85.75,7084500,65.46816
2003-04-22,83.360001,86.059998,82.599998,85.629997,9542600,65.376541
2003-04-21,84.400002,84.510002,83.099998,83.360001,6703400,63.64345
2003-04-17,81.889999,84.400002,81.889999,84.260002,8802100,64.330581
2003-04-16,83.379997,84.400002,82.739998,82.879997,10790700,63.276979
2003-04-15,80.07,82.849998,79.709999,82.790001,13613500,63.208269
2003-04-14,78.50,80.07,78.160004,80.07,9006000,61.13161
2003-04-11,80.099998,81.290001,78.449997,78.75,7573500,60.123821
2003-04-10,79.099998,79.25,78.129997,79.010002,6880100,60.322326
2003-04-09,79.699997,80.739998,78.629997,78.709999,8543200,60.093281
2003-04-08,80.620003,80.699997,78.470001,80.07,8057600,61.13161
2003-04-07,82.599998,82.900002,80.25,80.470001,8881400,61.437002
2003-04-04,82.349998,82.550003,80.040001,80.790001,8985000,61.681315
2003-04-03,82.32,83.480003,81.709999,81.910004,9623600,62.536411
2003-04-02,79.900002,81.970001,79.900002,81.459999,9700100,62.192843
2003-04-01,78.50,79.559998,78.120003,78.730003,7861400,60.108554
2003-03-31,79.260002,79.610001,78.309998,78.43,10169200,59.879508
2003-03-28,81.050003,81.989998,80.50,80.849998,6649200,61.727121
2003-03-27,80.75,82.330002,80.510002,81.449997,7265800,62.185206
2003-03-26,83.00,83.25,81.18,81.550003,10531600,62.261559
2003-03-25,82.00,84.00,81.739998,83.449997,8777100,63.712161
2003-03-24,82.459999,83.349998,82.230003,82.25,9352600,62.79599
2003-03-21,82.760002,84.900002,82.760002,84.900002,12625400,64.819206
2003-03-20,81.709999,82.489998,80.639999,82.199997,9046400,62.757814
2003-03-19,82.089996,82.50,81.080002,82.00,10473100,62.605121
2003-03-18,82.459999,83.50,81.489998,82.470001,10795400,62.963956
2003-03-17,78.00,82.669998,77.839996,82.459999,15193000,62.95632
2003-03-14,78.449997,79.480003,78.110001,79.00,10117700,60.31469
2003-03-13,75.989998,78.68,75.309998,78.449997,10452500,59.894775
2003-03-12,75.25,75.629997,73.169998,75.18,12773700,57.398208
2003-03-11,75.82,76.330002,75.199997,75.349998,8119200,57.527997
2003-03-10,77.449997,77.449997,75.50,75.699997,6641300,57.795213
2003-03-07,75.709999,77.989998,75.709999,77.900002,8129200,59.474866
2003-03-06,77.00,77.779999,76.699997,77.07,5876300,58.841179
2003-03-05,76.699997,77.730003,76.25,77.730003,6658000,59.345077
2003-03-04,77.599998,77.75,76.529999,76.699997,5672200,58.55869
2003-03-03,78.900002,79.00,77.120003,77.330002,6618300,59.039685
2003-02-28,77.00,78.470001,77.00,77.949997,6585200,59.513037
2003-02-27,77.900002,78.589996,76.75,77.279999,9926500,59.001508
2003-02-26,78.449997,79.050003,77.300003,77.400002,8587000,59.093128
2003-02-25,77.900002,79.370003,76.900002,79.07,7675900,60.368133
2003-02-24,79.699997,79.989998,78.559998,78.559998,6874700,59.978758
2003-02-21,79.489998,80.00,78.160004,79.949997,7453900,61.039991
2003-02-20,79.57,80.050003,78.709999,79.150002,6285100,60.429213
2003-02-19,79.080002,79.699997,78.82,79.510002,5440300,60.704065
2003-02-18,78.019997,79.50,77.910004,79.330002,7791200,60.566639
2003-02-14,76.400002,77.449997,75.349998,77.449997,8299500,59.131298
2003-02-13,76.099998,76.349998,74.309998,75.860001,11218400,57.917372
2003-02-12,77.50,78.089996,76.50,76.50,5609200,58.405997
2003-02-11,78.300003,78.970001,77.309998,77.389999,8598200,59.085491
2003-02-10,77.099998,78.019997,76.449997,77.910004,7949100,59.482503
2003-02-07,77.970001,78.150002,76.610001,77.099998,8296400,58.864082
2003-02-06,77.110001,78.199997,76.510002,77.510002,7755200,59.177111
2003-02-05,77.849998,78.900002,76.870003,77.260002,7427200,58.871718
2003-02-04,78.18,78.18,76.25,77.089996,7216200,58.742175
2003-02-03,78.199997,78.870003,77.75,78.18,6683500,59.572752
2003-01-31,77.699997,78.339996,77.019997,78.199997,9744100,59.587989
2003-01-30,81.300003,81.300003,78.300003,78.300003,7349500,59.664194
2003-01-29,79.50,80.699997,78.57,80.32,7755000,61.20342
2003-01-28,78.50,80.470001,78.360001,80.110001,8017400,61.043402
2003-01-27,77.989998,79.50,77.610001,78.419998,9307800,59.755629
2003-01-24,80.599998,81.50,78.82,78.989998,7748000,60.189966
2003-01-23,80.150002,81.360001,79.800003,81.050003,8371400,61.759679
2003-01-22,80.00,80.769997,79.389999,79.699997,9432400,60.730982
2003-01-21,81.300003,81.849998,80.50,80.540001,8926900,61.37106
2003-01-17,83.739998,83.739998,81.18,81.300003,17331200,61.950178
2003-01-16,87.400002,87.709999,85.379997,86.050003,9904300,65.569653
2003-01-15,88.580002,88.650002,86.949997,87.589996,8146600,66.74312
2003-01-14,87.230003,88.589996,87.220001,88.580002,7569100,67.497499
2003-01-13,88.309998,88.949997,87.349998,87.510002,10499000,66.682165
2003-01-10,85.849998,88.040001,85.699997,87.68,9955400,66.811702
2003-01-09,84.75,87.019997,84.75,87.00,10711600,66.293546
2003-01-08,85.550003,85.690002,84.07,84.190002,9508800,64.152342
2003-01-07,83.949997,86.18,83.75,86.00,11906900,65.531551
2003-01-06,81.900002,84.800003,81.809998,83.589996,7921300,63.695141
2003-01-03,80.699997,81.650002,80.209999,81.650002,5962300,62.216875
2003-01-02,78.800003,80.57,78.190002,80.57,7864500,61.393919
2002-12-31,77.099998,78.459999,77.099998,77.50,7871400,59.054595
2002-12-30,77.00,77.43,75.599998,76.25,8066600,58.102102
2002-12-27,78.50,79.18,76.610001,77.360001,6334100,58.947917
2002-12-26,79.809998,80.699997,78.260002,78.50,5784300,59.81659
2002-12-24,80.199997,81.00,79.760002,79.760002,2420200,60.776705
2002-12-23,79.75,81.50,79.440002,80.260002,5922200,61.157703
2002-12-20,79.400002,80.00,78.879997,79.790001,8053800,60.799564
2002-12-19,78.599998,80.339996,78.349998,78.660004,7319900,59.938512
2002-12-18,79.25,79.690002,78.239998,79.129997,6514900,60.296645
2002-12-17,80.599998,81.769997,80.029999,80.309998,6167100,61.195799
2002-12-16,79.599998,81.790001,79.050003,81.620003,8483500,62.194016
2002-12-13,79.25,80.00,78.269997,80.00,7773800,60.959582
2002-12-12,81.25,81.690002,79.699997,80.169998,7208700,61.08912
2002-12-11,80.800003,82.480003,79.989998,81.440002,6661000,62.056857
2002-12-10,78.599998,81.00,78.599998,80.800003,6869800,61.56918
2002-12-09,81.00,81.330002,79.50,79.589996,8841900,60.647162
2002-12-06,81.50,82.75,81.07,82.32,7594800,62.72741
2002-12-05,84.900002,84.980003,82.599998,83.059998,6900000,63.291284
2002-12-04,83.410004,84.860001,82.82,83.690002,10053500,63.771345
2002-12-03,86.720001,87.029999,85.150002,85.209999,7027800,64.929574
2002-12-02,88.599998,89.459999,86.300003,87.300003,9694200,66.522147
2002-11-29,87.709999,88.050003,86.760002,86.919998,2980700,66.232585
2002-11-27,85.900002,88.110001,85.849998,87.699997,8209800,66.82694
2002-11-26,86.150002,86.150002,84.389999,85.059998,8560800,64.815274
2002-11-25,84.629997,86.25,83.519997,86.199997,8651200,65.683948
2002-11-22,83.949997,85.169998,83.800003,84.43,9053300,64.335219
2002-11-21,82.050003,84.919998,82.050003,84.900002,12737200,64.693358
2002-11-20,77.949997,81.709999,77.900002,81.610001,9070900,62.186394
2002-11-19,78.239998,79.449997,77.839996,78.370003,6918400,59.717533
2002-11-18,80.800003,80.989998,79.080002,79.18,7321300,60.334747
2002-11-15,80.379997,80.400002,79.010002,80.010002,11367800,60.967204
2002-11-14,80.379997,80.989998,79.400002,80.720001,9662800,61.508219
2002-11-13,79.50,80.330002,77.980003,79.349998,11984700,60.464285
2002-11-12,77.50,79.900002,77.300003,79.150002,9027700,60.311888
2002-11-11,77.589996,78.360001,76.699997,77.290001,7386400,58.894577
2002-11-08,78.50,79.290001,77.199997,77.589996,8119600,59.123172
2002-11-07,80.00,80.00,78.32,78.949997,11036800,60.159485
2002-11-06,80.800003,81.879997,80.050003,81.540001,10480800,62.133055
2002-11-05,81.75,82.010002,80.470001,81.68,10466700,62.125436
2002-11-04,81.989998,83.809998,81.699997,82.50,12006000,62.749124
2002-11-01,78.900002,80.50,78.32,80.400002,9395200,61.151875
2002-10-31,78.669998,79.790001,78.50,78.940002,9864300,60.041406
2002-10-30,77.00,79.400002,76.019997,78.669998,12865800,59.836042
2002-10-29,76.559998,77.050003,74.199997,76.739998,11455200,58.368093
2002-10-28,75.150002,77.50,74.559998,76.559998,12544900,58.231185
2002-10-25,72.50,74.620003,72.160004,74.559998,7514200,56.709994
2002-10-24,75.50,75.550003,71.75,72.099998,10524000,54.83893
2002-10-23,74.400002,74.970001,72.459999,74.599998,12441900,56.740419
2002-10-22,74.50,75.68,73.620003,74.489998,10371500,56.656753
2002-10-21,73.650002,75.900002,72.940002,75.550003,10875700,57.462988
2002-10-18,71.730003,74.25,70.260002,74.25,12482900,56.474211
2002-10-17,72.800003,73.00,71.230003,72.199997,21344600,54.914989
2002-10-16,66.599998,67.00,64.239998,64.900002,15900200,49.362645
2002-10-15,67.75,68.480003,66.580002,68.480003,14600200,52.085578
2002-10-14,61.540001,63.799999,61.540001,63.419998,7925300,48.236961
2002-10-11,62.00,63.919998,61.50,63.919998,17853800,48.617259
2002-10-10,54.650002,58.48,54.009998,57.580002,12670600,43.795087
2002-10-09,56.049999,56.700001,54.810001,55.07,12156000,41.885991
2002-10-08,57.779999,58.09,54.799999,57.049999,14744500,43.391969
2002-10-07,56.599998,58.50,56.599998,56.860001,9641600,43.247457
2002-10-04,59.50,59.509998,55.77,56.599998,14551900,43.049701
2002-10-03,60.299999,61.16,58.950001,60.00,11001100,45.635726
2002-10-02,61.18,62.00,58.349998,59.630001,10653300,45.354307
2002-10-01,59.200001,61.98,58.990002,61.169998,11642800,46.525622
2002-09-30,59.549999,59.889999,57.990002,58.310001,13020100,44.350321
2002-09-27,61.43,63.490002,60.310001,60.360001,8793100,45.909541
2002-09-26,64.199997,64.879997,61.330002,62.02,12368800,47.17213
2002-09-25,61.200001,63.77,60.990002,63.009998,13119200,47.925117
2002-09-24,61.080002,63.299999,59.549999,59.75,16710100,45.445578
2002-09-23,63.75,63.75,62.369999,63.369999,8377100,48.198932
2002-09-20,65.400002,65.400002,63.900002,63.919998,14195200,48.617259
2002-09-19,64.800003,66.480003,64.650002,64.800003,22034900,49.286587
2002-09-18,70.650002,70.900002,68.860001,69.550003,12712700,52.899415
2002-09-17,73.00,73.449997,71.349998,71.75,6195100,54.572723
2002-09-16,72.00,72.720001,71.230003,72.32,4595200,55.006262
2002-09-13,71.50,72.879997,71.309998,72.50,5949600,55.143169
2002-09-12,74.050003,74.050003,71.639999,71.870003,6707400,54.663996
2002-09-11,76.400002,77.50,74.059998,74.199997,5394400,56.436179
2002-09-10,74.599998,75.599998,73.849998,75.599998,5538300,57.501014
2002-09-09,72.449997,74.980003,71.849998,74.50,5785000,56.66436
2002-09-06,73.75,73.989998,73.07,73.199997,4586500,55.675584
2002-09-05,72.739998,72.849998,71.50,72.18,6467700,54.899779
2002-09-04,72.349998,73.989998,71.599998,73.730003,6264600,56.078704
2002-09-03,74.199997,75.00,72.300003,72.349998,6849400,55.029079
2002-08-30,75.550003,76.349998,75.099998,75.379997,5002500,57.333682
2002-08-29,75.599998,77.349998,75.150002,76.620003,5857400,58.276825
2002-08-28,76.00,77.010002,75.669998,76.059998,6590300,57.850887
2002-08-27,80.400002,80.440002,77.300003,77.959999,7087800,59.29602
2002-08-26,80.400002,80.889999,77.800003,79.419998,6997800,60.406489
2002-08-23,81.199997,81.480003,79.349998,80.400002,5908900,61.151875
2002-08-22,80.949997,82.449997,80.199997,81.989998,5446600,62.361219
2002-08-21,81.900002,82.330002,79.550003,81.00,7768600,61.608231
2002-08-20,81.559998,82.00,80.18,81.269997,7671000,61.813589
2002-08-19,79.349998,82.849998,79.010002,82.489998,10803900,62.741516
2002-08-16,76.50,79.980003,75.980003,79.349998,11645800,60.353247
2002-08-15,75.400002,76.709999,74.599998,76.50,9267300,58.185551
2002-08-14,71.949997,75.019997,71.349998,74.919998,8353000,56.983809
2002-08-13,71.550003,73.800003,71.190002,71.900002,8014700,54.686813
2002-08-12,71.050003,72.639999,70.610001,71.769997,5263300,54.587932
2002-08-09,70.610001,74.300003,70.400002,71.830002,6940900,54.633572
2002-08-08,69.199997,72.050003,68.349998,71.610001,8420500,54.46624
2002-08-07,69.00,69.900002,66.800003,69.169998,8037300,52.610385
2002-08-06,67.00,69.419998,66.610001,67.900002,8370800,51.530342
2002-08-05,67.940002,68.349998,65.849998,65.989998,7126900,50.080811
2002-08-02,68.209999,68.230003,67.120003,67.879997,6915000,51.515161
2002-08-01,70.400002,70.699997,67.220001,68.25,8832000,51.795961
2002-07-31,70.75,71.599998,69.110001,70.400002,12718600,53.42763
2002-07-30,70.50,72.699997,70.019997,71.790001,10138600,54.482522
2002-07-29,70.370003,71.400002,68.00,71.18,11919300,54.019583
2002-07-26,68.75,69.470001,65.760002,66.400002,11576400,50.39197
2002-07-25,68.900002,70.00,67.300003,69.349998,10989800,52.630767
2002-07-24,66.00,70.00,65.699997,69.540001,13804500,52.774963
2002-07-23,68.25,70.00,66.660004,67.050003,12766700,50.885266
2002-07-22,71.25,72.190002,68.309998,68.50,14866900,51.98569
2002-07-19,70.959999,72.699997,70.00,72.00,11612900,54.641893
2002-07-18,70.50,74.199997,70.00,72.050003,15310800,54.679841
2002-07-17,71.00,71.599998,69.620003,70.690002,11537300,53.647716
2002-07-16,69.510002,71.389999,68.480003,69.010002,10486800,52.372739
2002-07-15,68.400002,71.00,66.599998,71.00,10420900,53.882978
2002-07-12,70.00,71.739998,68.800003,69.209999,8572200,52.524519
2002-07-11,68.00,69.75,67.550003,69.410004,11026400,52.676306
2002-07-10,70.599998,71.25,68.529999,68.760002,10073400,52.18301
2002-07-09,71.400002,72.25,69.449997,69.669998,11165600,52.87362
2002-07-08,73.00,73.480003,71.029999,71.300003,9488100,54.110655
2002-07-05,72.449997,73.900002,72.00,73.50,5243000,55.780266
2002-07-03,67.949997,70.709999,67.870003,70.510002,8469900,53.511111
2002-07-02,67.849998,69.400002,67.699997,68.580002,12012900,52.046405
2002-07-01,72.010002,72.410004,67.160004,67.599998,12055900,51.302665
2002-06-28,71.349998,73.620003,71.25,72.00,10945600,54.641893
2002-06-27,71.199997,72.150002,69.099998,71.900002,10610100,54.566003
2002-06-26,66.099998,70.589996,66.099998,70.050003,11544000,53.162011
2002-06-25,70.300003,71.449997,68.410004,68.599998,8554800,52.061581
2002-06-24,67.25,71.489998,67.25,69.699997,14687700,52.896386
2002-06-21,70.00,70.989998,68.190002,68.75,15542600,52.175419
2002-06-20,74.00,74.089996,71.43,71.580002,11116900,54.32315
2002-06-19,74.199997,75.199997,73.25,73.349998,9455400,55.666428
2002-06-18,75.599998,76.900002,75.470001,75.940002,7242000,57.632021
2002-06-17,76.18,77.75,75.160004,77.139999,7775800,58.542717
2002-06-14,74.199997,76.769997,73.25,76.169998,8592000,57.806568
2002-06-13,75.449997,77.400002,75.300003,75.599998,8909600,57.373987
2002-06-12,75.400002,75.949997,73.25,74.650002,13296100,56.65302
2002-06-11,77.849998,78.25,75.199997,75.489998,7953400,57.290506
2002-06-10,77.75,78.800003,76.599998,76.800003,7075800,58.284689
2002-06-07,78.480003,78.849998,77.00,78.300003,9309400,59.423061
2002-06-06,80.550003,80.949997,78.889999,79.660004,5540600,60.455186
2002-06-05,79.650002,80.709999,79.110001,80.550003,7172100,61.130621
2002-06-04,78.110001,79.650002,77.599998,79.309998,7273200,60.189562
2002-06-03,80.75,80.910004,78.00,78.110001,8383600,59.278866
2002-05-31,82.050003,82.050003,80.400002,80.449997,5126200,61.054724
2002-05-30,80.599998,82.25,80.220001,82.25,7374100,62.420774
2002-05-29,81.50,82.00,81.00,81.599998,4519500,61.927478
2002-05-28,82.800003,83.110001,81.690002,82.080002,4552100,62.29176
2002-05-24,83.650002,83.75,82.620003,83.099998,4122000,63.065851
2002-05-23,84.25,85.050003,82.519997,84.349998,6865600,64.014495
2002-05-22,83.760002,84.389999,82.739998,84.00,5040700,63.748876
2002-05-21,84.410004,85.00,83.300003,83.449997,4454000,63.33147
2002-05-20,85.449997,85.459999,83.93,84.449997,4530300,64.090385
2002-05-17,86.25,86.400002,85.00,85.690002,5874800,65.031444
2002-05-16,84.199997,86.00,83.400002,85.449997,6768300,64.8493
2002-05-15,84.599998,86.489998,84.050003,84.50,8552300,64.128333
2002-05-14,84.50,85.480003,82.190002,85.480003,9624700,64.872073
2002-05-13,80.25,82.290001,79.50,82.190002,6527600,62.375241
2002-05-10,79.949997,80.50,79.25,79.68,7386300,60.470362
2002-05-09,81.900002,83.00,79.00,79.93,10130100,60.660091
2002-05-08,78.199997,82.800003,78.199997,82.449997,12779700,62.572555
2002-05-07,76.889999,77.50,75.919998,76.50,17418700,57.943173
2002-05-06,81.699997,81.870003,76.00,76.00,13648400,57.564459
2002-05-03,83.099998,83.50,81.110001,81.779999,8656300,61.942387
2002-05-02,83.75,84.800003,83.129997,83.860001,6582900,63.517837
2002-05-01,83.849998,84.650002,81.669998,84.300003,12203800,63.851107
2002-04-30,83.910004,85.230003,83.529999,83.760002,8883900,63.442095
2002-04-29,84.709999,85.099998,83.550003,83.889999,6535600,63.540559
2002-04-26,86.699997,86.959999,84.699997,84.709999,6684200,64.161649
2002-04-25,86.050003,86.919998,85.769997,86.709999,6870000,65.676503
2002-04-24,88.199997,88.25,86.269997,86.50,6520500,65.517444
2002-04-23,88.349998,89.080002,87.239998,87.330002,5144100,66.14611
2002-04-22,88.949997,88.949997,87.360001,87.93,6757700,66.600565
2002-04-19,89.900002,90.029999,87.599998,89.00,9273200,67.411012
2002-04-18,86.970001,89.099998,86.900002,88.949997,14763500,67.373138
2002-04-17,87.050003,87.199997,84.00,84.809998,11019500,64.23739
2002-04-16,86.349998,86.849998,85.580002,86.199997,7933100,65.290213
2002-04-15,86.50,86.599998,84.699997,85.349998,8871600,64.646402
2002-04-12,87.559998,87.959999,84.400002,85.599998,15819300,64.835758
2002-04-11,88.050003,88.510002,83.339996,84.190002,23343700,63.767789
2002-04-10,88.449997,89.949997,88.199997,89.010002,13143900,67.418587
2002-04-09,88.50,88.519997,87.099998,87.739998,17383600,66.456652
2002-04-08,87.50,88.589996,85.349998,87.410004,41207300,66.206705
2002-04-05,100.839996,101.25,97.25,97.25,9801800,73.659785
2002-04-04,99.959999,101.139999,99.50,100.839996,5928500,76.378946
2002-04-03,101.400002,101.50,98.900002,99.959999,7649100,75.712412
2002-04-02,102.00,102.010002,100.510002,100.949997,7382200,76.462263
2002-04-01,104.00,104.00,102.400002,102.860001,5587000,77.908952
