date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-06-02,10.75,10.87,10.49,10.02,425372.28,-0.29,-2.69,10.826,10.893,11.272,387429.89,391515.11,446106.78,5.52
2017-05-26,11.19,11.57,10.78,10.64,339611.69,-0.27,-2.44,10.88,10.967,11.363,394703.76,423950.57,480997.27,4.4
2017-05-19,10.88,11.1,11.05,10.67,311260.0,0.22,2.03,10.888,11.045,11.502,428418.69,432181.8,485806.66,4.04
2017-05-12,11.06,11.06,10.83,10.55,354336.94,-0.15,-1.37,10.894,11.086,11.639,446524.25,446800.18,500419.08,4.6
2017-05-05,10.76,11.8,10.98,10.69,506568.56,0.22,2.04,10.952,11.149,11.772,414760.91,451179.16,520013.85,6.57
2017-04-28,10.86,10.93,10.76,10.24,461741.59,-0.06,-0.56,10.96,11.21,11.885,395600.32,491724.36,534888.51,5.99
2017-04-21,11.03,11.03,10.82,9.82,508186.38,-0.26,-2.35,11.054,11.274,11.99,453197.39,491487.99,531258.12,6.59
2017-04-14,11.17,11.27,11.08,10.87,401787.78,-0.04,-0.36,11.202,11.391,12.107,435944.91,481772.36,539874.34,5.21
2017-04-07,11.14,11.24,11.12,11.01,195520.22,0.1,0.91,11.278,11.5,12.179,447076.12,449492.64,549616.71,2.54
2017-03-31,11.23,11.39,11.02,10.02,410765.62,-0.21,-1.87,11.346,11.584,12.277,487597.42,454348.85,564788.09,5.33
2017-03-24,11.46,12.2,11.23,11.03,749726.94,-0.33,-2.85,11.46,11.65,12.383,587848.39,500698.45,572210.01,9.72
2017-03-17,11.46,11.8,11.56,11.4,421924.0,0.1,0.87,11.494,11.759,12.444,529778.59,538043.97,572000.26,5.47
2017-03-10,11.39,12.03,11.46,11.39,457443.81,0.0,0.0,11.58,11.958,12.524,527599.81,539431.51,593696.61,5.93
2017-03-03,11.5,11.85,11.46,11.3,398126.72,-0.13,-1.12,11.722,12.192,12.568,451909.16,554037.98,604564.55,5.16
2017-02-24,11.4,12.39,11.59,10.89,912020.5,0.19,1.67,11.822,12.394,12.603,421100.29,588848.55,621550.07,11.83
2017-02-17,12.0,12.33,11.4,11.25,459377.91,-0.59,-4.92,11.84,12.559,12.604,413548.51,578052.66,607844.18,5.96
2017-02-10,12.11,12.62,11.99,11.95,411030.12,-0.18,-1.48,12.024,12.706,12.608,546309.35,571028.26,622869.22,5.33
2017-02-03,11.97,12.35,12.17,11.74,78990.57,0.21,1.76,12.336,12.822,12.578,551263.21,597976.32,631190.63,1.02
2017-01-26,11.7,12.21,11.96,11.68,244082.34,0.28,2.4,12.662,12.858,12.548,656166.79,649740.78,671121.03,3.17
2017-01-20,12.36,12.49,11.68,11.23,874261.62,-0.64,-5.2,12.966,12.97,12.479,756596.81,675227.33,690923.59,11.34
2017-01-13,13.54,13.81,12.32,11.5,1123182.12,-1.23,-9.08,13.278,13.116,12.434,742556.81,643721.56,696642.48,14.57
2017-01-06,13.78,14.13,13.55,13.54,435799.41,-0.25,-1.81,13.388,13.129,12.816,595747.16,605956.55,659614.86,5.65
2016-12-30,13.3,13.91,13.8,13.18,603508.44,0.32,2.37,13.308,13.089,13.091,644689.43,647961.71,648725.33,7.83
2016-12-23,13.24,13.97,13.48,13.12,746232.44,0.24,1.81,13.054,12.943,13.361,643314.78,655091.13,625830.9,9.68
2016-12-16,13.01,13.68,13.24,12.4,804061.62,0.37,2.88,12.974,12.812,13.677,593857.85,654251.6,611639.24,10.43
2016-12-09,13.0,13.17,12.87,12.72,389133.91,-0.28,-2.13,12.954,12.649,14.0,544886.31,637635.69,595008.36,5.05
2016-12-02,12.45,13.42,13.15,12.25,680510.75,0.62,4.95,12.87,12.509,14.316,616165.93,674710.17,588340.45,8.83
2016-11-25,13.15,13.15,12.53,11.96,596635.19,-0.55,-4.21,12.87,12.334,14.623,651233.98,664404.95,571489.47,7.74
2016-11-18,12.98,13.45,13.08,12.81,498947.78,-0.06,-0.46,12.832,12.238,14.956,666867.48,692501.27,560566.77,6.47
2016-11-11,12.35,13.3,13.14,12.26,559203.94,0.69,5.54,12.65,11.988,15.265,714645.35,706619.85,557318.11,7.25
2016-11-04,13.14,13.2,12.45,12.38,745532.0,-0.7,-5.32,12.344,11.752,15.659,730385.07,749563.39,554680.32,9.67
2016-10-28,12.34,13.44,13.15,12.34,855851.0,0.81,6.56,12.148,12.502,16.039,733254.41,713273.17,531582.39,11.1
2016-10-21,12.1,12.62,12.34,12.0,674802.69,0.17,1.4,11.798,13.092,16.334,677575.91,649488.95,505753.45,8.75
2016-10-14,11.91,12.58,12.17,11.75,737837.12,0.56,4.82,11.644,13.779,16.608,718135.05,596570.66,487447.56,9.57
2016-09-30,11.35,11.76,11.61,10.93,637902.56,0.14,1.22,11.326,14.542,16.903,698594.35,569026.88,465102.41,8.27
2016-09-23,11.45,11.98,11.47,11.39,759878.69,0.07,0.61,11.16,15.351,17.406,768741.71,552381.02,449840.58,9.86
2016-09-14,11.33,11.89,11.4,11.17,577458.5,-0.17,-1.47,12.856,16.123,17.808,693291.92,501970.73,421340.86,7.49
2016-09-09,10.68,11.73,11.57,10.68,877598.38,0.99,9.36,14.386,16.911,18.234,621401.99,478573.99,412466.34,11.38
2016-09-02,10.73,10.92,10.58,10.22,640133.62,-0.2,-1.85,15.914,17.673,18.733,475006.27,428632.28,379871.8,8.3
2016-08-26,10.08,10.99,10.78,9.4,988639.38,-9.17,-45.97,17.758,18.542,19.277,439459.41,408016.37,363009.25,12.82
2016-08-19,19.05,20.67,19.95,19.03,382629.72,0.9,4.72,19.542,19.566,19.863,336020.32,359797.24,328306.49,9.93
2016-08-12,19.19,19.37,19.05,18.45,218008.86,-0.16,-0.83,19.39,19.575,20.209,310649.55,349891.61,325493.69,5.66
2016-08-05,19.64,19.79,19.21,19.15,145619.77,-0.59,-2.98,19.436,19.576,20.579,335745.98,362017.95,328310.01,3.78
2016-07-29,19.88,20.46,19.8,19.01,462399.34,0.1,0.51,19.432,19.436,20.851,382258.29,378324.45,343713.16,11.99
